,Role_Guru,Personal_Values_Facet_Cont_SelfDirectionThought,Temperament_Phlegmatic,Personal_Values_Facet_Cont_Reputation,Mean,Mean_RoleGuru
54,0.602001047,0.294947674,0.0,0.5181511360000001,0.35377496425,0.35377496424999993
55,0.468100672,0.23496016,0.75,0.388701205,0.46044050925,0.4604405092500001
56,0.605983708,0.38988982,0.5,0.277367138,0.4433101665,0.44331016649999994
57,0.709229117,0.302747357,0.25,0.153942699,0.3539797932499999,0.35397979324999995
58,0.42356588,0.44167235,0.5,0.476009472,0.4603119255,0.46031192550000005
59,0.479157792,0.25082672,0.25,0.407934604,0.346979779,0.346979779
60,0.451051839,0.332151793,0.5,0.163329885,0.36163337925,0.36163337925
61,0.539576877,0.31773016,0.5,0.193230886,0.38763448075,0.38763448075
62,0.550087573,0.224078566,0.0,0.374465591,0.2871579325,0.2871579325
63,0.605646189,0.338319708,0.5,0.217391271,0.4153392919999999,0.415339292
64,0.4146160029999999,0.267814127,0.5,0.425663937,0.40202351675,0.40202351675
65,0.355128502,0.307246856,0.25,0.418299067,0.33266860625,0.33266860625
66,0.410823285,0.2482056269999999,0.0,0.258127995,0.2292892267499999,0.22928922674999996
67,0.483602176,0.384571566,0.25,0.462355647,0.39513234725,0.39513234725000007
68,0.4922327079999999,0.316930738,0.0,0.265469676,0.2686582804999999,0.26865828049999996
69,0.4303632189999999,0.220327209,0.25,0.253270545,0.2884902432499999,0.2884902432499999
70,0.456287638,0.221756928,0.25,0.383566785,0.32790283775,0.32790283775
71,0.281212687,0.258637532,0.5,0.403525416,0.36084390875,0.36084390875
72,0.410778832,0.1877743089999999,0.0,0.3001145289999999,0.2246669174999999,0.22466691749999992
73,0.260061016,0.277498009,0.5,0.3738100729999999,0.3528422744999999,0.35284227449999994
74,0.260061016,0.277498009,0.5,0.3738100729999999,0.3528422744999999,0.35284227449999994
75,0.6318037679999999,0.316930738,0.5,0.216178008,0.4162281284999999,0.41622812849999996
76,0.416220222,0.220327209,0.25,0.539368325,0.356478939,0.356478939
77,0.4769679739999999,0.255265496,0.0,0.554068429,0.32157547475,0.32157547475
78,0.6064730229999999,0.311272058,0.0,0.433099835,0.337711229,0.337711229
79,0.658888597,0.203673548,0.5,0.270430583,0.408248182,0.40824818199999996
80,0.356275764,0.2417161789999999,0.25,0.548205066,0.3490492522499999,0.34904925224999994
81,0.627421621,0.3676002439999999,0.25,0.2248050439999999,0.36745672725,0.36745672725
82,0.596661922,0.502502837,0.75,0.336311966,0.54636918125,0.5463691812500001
83,0.543148234,0.436511069,0.0,0.595753664,0.39385324175,0.39385324175
84,0.5099835629999999,0.203673548,0.25,0.375716927,0.3348435094999999,0.33484350949999997
85,0.477096423,0.267814127,0.25,0.228343081,0.30581340775,0.30581340775000004
86,0.347164025,0.2582066719999999,0.0,0.31772231,0.2307732517499999,0.23077325174999994
87,0.40355553,0.245201913,0.0,0.514609722,0.29084179125,0.29084179125000004
88,0.407665403,0.267814127,0.25,0.405738559,0.33280452225,0.33280452225
89,0.4391919179999999,0.334432496,0.0,0.322523577,0.27403699775,0.27403699775000007
90,0.376652289,0.405960537,0.25,0.262827936,0.3238601905,0.32386019050000003
91,0.291438508,0.220327209,0.0,0.575624006,0.2718474307499999,0.2718474307499999
92,0.52037763,0.2029953639999999,0.25,0.225918545,0.29982288475,0.29982288475
93,0.388892835,0.220327209,0.5,0.278584776,0.346951205,0.34695120499999993
94,0.561442118,0.267814127,0.25,0.253270545,0.3331316975,0.33313169750000005
95,0.631297596,0.307246856,0.25,0.377720912,0.391566341,0.39156634099999993
96,0.342395027,0.313043526,0.5,0.355663898,0.37777561275,0.37777561275
97,0.3778567539999999,0.246479886,0.0,0.231695288,0.2140079819999999,0.21400798199999993
98,0.35869656,0.309357008,0.25,0.24689072,0.291236072,0.291236072
99,0.409956316,0.203673548,0.5,0.445325792,0.389738914,0.389738914
100,0.525325893,0.123633729,0.0,0.257690356,0.2266624945,0.2266624945
101,0.532169925,0.220327209,0.25,0.281703904,0.3210502595,0.3210502595
102,0.7324121709999999,0.236240563,0.5,0.444068017,0.47818018775,0.47818018775
103,0.448876932,0.27430284,0.0,0.549643625,0.3182058492499999,0.31820584924999995
104,0.4987009329999999,0.316930738,0.5,0.426713561,0.435586308,0.435586308
105,0.465608828,0.220327209,0.25,0.2596683039999999,0.29890108525,0.29890108525
106,0.3813967379999999,0.2582436,0.75,0.344493606,0.4335334859999999,0.43353348599999997
107,0.419182766,0.220327209,0.25,0.441431586,0.33273539025,0.33273539024999993
108,0.4924735979999999,0.1877743089999999,0.0,0.170352217,0.2126500309999999,0.21265003099999993
109,0.6128408439999999,0.327556165,0.25,0.516495911,0.42672323,0.42672322999999995
110,0.5267642379999999,0.220327209,0.5,0.171203298,0.3545736862499999,0.35457368624999996
111,0.443694396,0.303495119,0.25,0.323668576,0.3302145227499999,0.33021452274999996
112,0.507244661,0.2261238789999999,0.5,0.2181030889999999,0.3628679072499999,0.3628679072499999
113,0.42879844,0.313043526,0.0,0.3586397779999999,0.2751204359999999,0.27512043599999997
114,0.433673596,0.2937638919999999,0.25,0.630541449,0.40199473425,0.40199473425000004
115,0.429941924,0.250165401,0.25,0.441826403,0.342983432,0.34298343200000003
116,0.609193494,0.2261238789999999,0.5,0.33448019,0.41744939075,0.4174493907499999
117,0.580413417,0.316930738,0.0,0.3246209,0.30549126375,0.30549126375
118,0.5950483529999999,0.232691251,0.5,0.395970293,0.43092747425,0.43092747424999994
119,0.354746159,0.277498009,0.25,0.221128844,0.275843253,0.27584325300000007
120,0.391904231,0.247840131,0.25,0.436210954,0.331488829,0.331488829
121,0.361461453,0.269487705,0.25,0.4003979729999999,0.32033678275,0.32033678275000005
122,0.5191569229999999,0.2421014889999999,0.75,0.328953727,0.46005303475,0.46005303475
123,0.38919233,0.378403651,0.0,0.56623487,0.3334577127499999,0.33345771274999997
124,0.499801549,0.245201913,0.25,0.489682258,0.3711714299999999,0.37117142999999997
125,0.516055106,0.316930738,0.25,0.421408999,0.37609871075,0.37609871075
126,0.21506393,0.294371561,0.0,0.453845741,0.2408203079999999,0.24082030799999998
127,0.531230546,0.384571566,0.5,0.34127787,0.4392699955,0.43926999550000007
128,0.293452885,0.329309409,0.25,0.576511784,0.3623185195,0.3623185195
129,0.53638214,0.235991195,0.25,0.367113452,0.34737169675,0.34737169675
130,0.578377144,0.314652423,0.0,0.297836764,0.2977165827499999,0.29771658274999996
131,0.609937101,0.307246856,0.0,0.382473901,0.3249144645,0.3249144645
132,0.545867845,0.307246856,0.5,0.442181101,0.4488239505,0.4488239505
